"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 05 09:42:27 COT 2024","Tue Mar 05 09:43:01 COT 2024","33888","","Zara App","","","","Purchase a product from Zara App",""
